Date,Open,High,Low,Close,Adj Close,Volume
1964-05-01,7.613333,8.233334,7.613333,8.000000,0.649627,10512000
1964-06-01,8.000000,8.058333,7.683333,7.950000,0.645731,8619200
1964-07-01,7.979167,8.200000,7.666667,7.700000,0.625426,9276800
1964-08-01,7.700000,7.700000,7.091667,7.341667,0.596320,11555200
1964-09-01,7.341667,7.433333,6.866667,7.275000,0.591065,11804800
1964-10-01,7.275000,7.275000,6.916667,7.000000,0.568723,7595200
1964-11-01,6.995833,7.241667,6.875000,6.875000,0.558567,8470400
1964-12-01,6.858333,6.966667,6.783333,6.825000,0.554669,8364800
1965-01-01,6.825000,7.500000,6.733333,7.475000,0.607495,11296000
1965-02-01,7.458333,7.618750,7.083333,7.595833,0.617315,7942400
1965-03-01,7.595833,7.825000,7.466667,7.570833,0.615491,7204800
1965-04-01,7.583333,8.083333,7.583333,8.083333,0.657156,6395200
1965-05-01,8.066667,8.191667,7.666667,7.966667,0.647671,5681600
1965-06-01,7.933333,7.958333,7.291667,7.633333,0.620764,14480000
1965-07-01,7.633333,7.983333,7.583333,7.983333,0.649228,7908800
1965-08-01,7.983333,8.397917,7.904167,8.316667,0.676335,9350400
1965-09-01,8.316667,8.620833,8.300000,8.541667,0.694852,7246400
1965-10-01,8.512500,8.883333,8.387500,8.883333,0.722646,7057600
1965-11-01,8.883333,9.233334,8.700000,8.750000,0.711799,4550400
1965-12-01,8.750000,8.795834,8.237500,8.316667,0.676738,12908800
1966-01-01,8.291667,8.558333,7.866667,8.266666,0.672670,12648000
1966-02-01,8.266666,8.745833,8.133333,8.583333,0.698438,8011200
1966-03-01,8.583333,8.750000,8.241667,8.600000,0.700003,9123200
1966-04-01,8.600000,9.366667,8.566667,9.291667,0.756301,7316800
1966-05-01,9.291667,9.350000,8.600000,9.068750,0.738157,10494400
1966-06-01,8.912500,9.162500,8.312500,8.762500,0.713442,13753600
1966-07-01,8.806250,9.037500,8.518750,8.518750,0.693597,6025600
1966-08-01,8.518750,8.768750,7.656250,8.012500,0.652378,10428800
1966-09-01,8.012500,8.462500,7.662500,7.937500,0.646478,10038400
1966-10-01,7.937500,8.371875,7.237500,8.300000,0.676003,11531200
1966-11-01,8.359375,9.425000,8.359375,9.400000,0.765593,10068800
1966-12-01,9.400000,9.650000,9.075000,9.287500,0.756673,6968000
1967-01-01,9.287500,10.150000,9.062500,9.987500,0.813703,10628800
1967-02-01,9.850000,10.881250,9.762500,10.750000,0.875826,6753600
1967-03-01,10.812500,11.525000,10.800000,11.275000,0.918851,7043200
1967-04-01,11.187500,12.475000,10.925000,12.412500,1.011552,8220800
1967-05-01,12.125000,12.125000,11.450000,11.656250,0.949922,8121600
1967-06-01,11.656250,12.775000,11.587500,12.437500,1.013814,9611200
1967-07-01,12.437500,12.737500,12.200000,12.693750,1.034701,6238400
1967-08-01,12.693750,12.862500,12.131250,12.493750,1.018399,5624000
1967-09-01,12.493750,13.937500,12.462500,13.706250,1.117474,7054400
1967-10-01,13.700000,15.012500,13.525000,14.837500,1.209706,6659200
1967-11-01,14.725000,15.512500,14.187500,15.300000,1.247413,9472000
1967-12-01,15.300000,16.200001,15.250000,15.675000,1.280405,6500800
1968-01-01,15.675000,15.681250,14.718750,14.862500,1.214037,10377600
1968-02-01,14.862500,15.050000,14.212500,14.500000,1.184425,10609600
1968-03-01,14.500000,15.325000,14.000000,15.312500,1.253529,11905600
1968-04-01,15.637500,16.937500,15.625000,16.937500,1.386557,11107200
1968-05-01,16.975000,17.850000,16.125000,17.850000,1.461257,11739200
1968-06-01,18.450001,18.750000,17.250000,17.687500,1.450664,10641600
1968-07-01,17.687500,18.250000,16.299999,16.937500,1.389151,9384000
1968-08-01,16.937500,17.325001,16.500000,16.750000,1.373773,7364800
1968-09-01,16.750000,17.075001,16.500000,16.750000,1.376421,6200000
1968-10-01,16.525000,16.650000,15.225000,15.350000,1.261377,17635200
1968-11-01,15.400000,16.737499,15.375000,16.687500,1.371284,10878400
1968-12-01,16.687500,16.737499,15.500000,15.750000,1.294247,8513600
1969-01-01,15.750000,15.762500,14.750000,14.812500,1.217209,15188800
1969-02-01,14.812500,15.525000,14.662500,14.668750,1.205395,9505600
1969-03-01,14.668750,15.775000,14.587500,15.700000,1.293626,7593600
1969-04-01,15.700000,16.512501,15.262500,16.400000,1.351303,7721600
1969-05-01,16.400000,16.743750,15.912500,15.950000,1.314224,7235200
1969-06-01,15.950000,16.975000,15.387500,16.887501,1.394899,9937600
1969-07-01,16.887501,18.225000,15.500000,16.225000,1.340178,17296000
1969-08-01,16.299999,17.537500,16.275000,17.250000,1.424842,11720000
1969-09-01,17.250000,18.012501,16.549999,17.262501,1.430281,10350400
1969-10-01,17.262501,18.250000,17.000000,18.025000,1.493457,12192000
1969-11-01,18.000000,18.437500,17.212500,17.850000,1.478958,8328000
1969-12-01,17.924999,18.350000,17.512501,18.225000,1.514229,11555200
1970-01-01,18.225000,19.350000,16.712500,16.759375,1.392458,15148800
1970-02-01,16.850000,17.750000,16.737499,17.012501,1.413489,12294400
1970-03-01,17.012501,17.049999,15.762500,16.924999,1.406218,15971200
1970-04-01,16.924999,17.025000,14.312500,14.900000,1.237971,18692800
1970-05-01,14.900000,14.950000,11.850000,13.900000,1.154885,29678400
1970-06-01,13.900000,14.350000,12.500000,12.500000,1.042765,21307200
1970-07-01,12.500000,13.125000,12.100000,12.612500,1.052150,18169600
1970-08-01,12.593750,13.575000,10.937500,13.312500,1.115828,22201600
1970-09-01,13.262500,14.775000,12.962500,14.587500,1.222695,17121600
1970-10-01,14.587500,15.487500,14.150000,14.700000,1.232125,13166400
1970-11-01,14.700000,15.450000,14.425000,15.362500,1.292851,13985600
1970-12-01,15.362500,16.037500,15.312500,15.887500,1.337034,15844800
1971-01-01,15.837500,16.387501,15.500000,16.275000,1.369645,13894400
1971-02-01,16.275000,17.174999,16.250000,16.825001,1.415930,11152000
1971-03-01,16.825001,18.287500,16.737499,17.875000,1.510234,12256000
1971-04-01,17.875000,18.200001,17.450001,17.887501,1.511290,16568000
1971-05-01,17.750000,17.775000,16.250000,16.350000,1.381389,12846400
1971-06-01,16.375000,16.575001,15.400000,15.850000,1.344113,21155200
1971-07-01,15.850000,15.962500,14.512500,14.562500,1.234930,22408000
1971-08-01,14.637500,16.000000,14.162500,15.200000,1.288991,17017600
1971-09-01,15.200000,15.650000,14.950000,15.187500,1.293792,12812800
1971-10-01,15.212500,15.762500,14.775000,15.025000,1.279949,14761600
1971-11-01,15.000000,15.325000,14.412500,15.275000,1.301246,13342400
1971-12-01,15.325000,17.424999,15.325000,16.825001,1.439520,17424000
1972-01-01,16.825001,18.600000,16.587500,18.400000,1.574274,18987200
1972-02-01,18.400000,18.750000,18.225000,18.424999,1.576412,9993600
1972-03-01,18.475000,19.299999,18.299999,19.112499,1.641166,13555200
1972-04-01,19.112499,19.987499,18.962500,19.299999,1.657267,11294400
1972-05-01,19.299999,20.299999,18.837500,19.887501,1.707714,13296000
1972-06-01,19.950001,20.049999,19.350000,19.600000,1.689044,9315200
1972-07-01,19.650000,20.275000,19.174999,20.037500,1.726746,11385600
1972-08-01,20.100000,21.337500,20.100000,20.424999,1.760139,14835200
1972-09-01,20.424999,20.487499,19.662500,20.325001,1.757322,9339200
1972-10-01,20.325001,20.393749,18.075001,19.275000,1.666538,19964800
1972-11-01,19.299999,19.725000,18.549999,19.549999,1.690315,12979200
1972-12-01,19.549999,20.250000,19.250000,20.100000,1.744048,12316800
1973-01-01,20.225000,22.424999,20.225000,21.775000,1.889385,18889600
1973-02-01,21.775000,22.825001,20.924999,21.575001,1.872031,14412800
1973-03-01,21.575001,22.487499,20.975000,21.575001,1.878038,14980800
1973-04-01,21.575001,21.812500,20.062500,20.400000,1.775757,13444800
1973-05-01,20.575001,21.262501,19.075001,19.671875,1.712376,19080000
1973-06-01,19.625000,20.843750,19.125000,19.812500,1.730330,13171200
1973-07-01,19.625000,20.218750,18.437500,19.656250,1.716684,15332800
1973-08-01,19.656250,19.671875,18.578125,18.812500,1.642995,11534400
1973-09-01,18.781250,18.781250,15.656250,16.125000,1.413422,23854400
1973-10-01,16.109375,18.437500,15.312500,17.515625,1.535315,21480000
1973-11-01,17.515625,18.125000,16.437500,16.562500,1.451770,14982400
1973-12-01,16.546875,16.687500,14.695313,15.421875,1.357282,15811200
1974-01-01,15.421875,15.718750,14.062500,15.328125,1.349032,15929600
1974-02-01,15.281250,15.281250,14.062500,14.867188,1.308465,9995200
1974-03-01,14.867188,15.875000,14.468750,14.734375,1.303824,12356800
1974-04-01,14.734375,15.156250,13.671875,14.203125,1.256815,11529600
1974-05-01,14.203125,14.500000,13.101563,13.281250,1.175240,11699200
1974-06-01,13.281250,14.500000,13.125000,13.296875,1.183262,11020800
1974-07-01,13.296875,13.992188,12.265625,12.601563,1.121387,16593600
1974-08-01,12.601563,13.437500,11.765625,12.000000,1.067855,20158400
1974-09-01,12.000000,12.031250,9.406250,9.937500,0.890538,25644800
1974-10-01,9.937500,12.312500,9.640625,11.820313,1.059264,30107200
1974-11-01,11.820313,12.500000,10.421875,11.078125,0.992754,21164800
1974-12-01,10.968750,10.976563,10.007813,10.500000,0.948208,20459200
1975-01-01,10.515625,11.968750,9.828125,11.765625,1.062500,34846400
1975-02-01,11.765625,13.812500,11.703125,13.468750,1.216301,30401600
1975-03-01,13.500000,14.046875,12.703125,12.914063,1.175028,22632000
1975-04-01,12.914063,13.585938,12.265625,13.117188,1.193509,25046400
1975-05-01,13.117188,14.210938,12.875000,13.437500,1.222655,23155200
1975-06-01,13.562500,13.734375,12.687500,13.062500,1.196989,18966400
1975-07-01,13.062500,13.171875,11.859375,11.890625,1.089603,23774400
1975-08-01,11.890625,11.921875,11.000000,11.640625,1.066694,17582400
1975-09-01,11.640625,12.265625,11.101563,11.765625,1.088389,18624000
1975-10-01,11.765625,13.484375,11.453125,13.265625,1.227148,31411200
1975-11-01,13.265625,14.156250,13.187500,14.148438,1.308813,20020800
1975-12-01,14.148438,14.203125,12.984375,14.015625,1.307244,20083200
1976-01-01,14.015625,16.234375,13.960938,16.109375,1.502528,36676800
1976-02-01,16.109375,16.531250,15.734375,15.976563,1.490141,24716800
1976-03-01,15.976563,16.617188,15.890625,16.375000,1.537506,24401600
1976-04-01,16.375000,17.078125,15.773438,15.835938,1.486891,28350400
1976-05-01,15.796875,16.218750,15.328125,16.039063,1.505963,18865600
1976-06-01,16.031250,17.429688,15.750000,17.296875,1.635511,28011200
1976-07-01,17.296875,17.523438,16.750000,17.007813,1.608180,25787200
1976-08-01,17.007813,17.546875,16.734375,17.101563,1.617044,20012800
1976-09-01,17.101563,18.031250,17.078125,17.585938,1.676475,24534400
1976-10-01,17.585938,17.703125,15.812500,16.984375,1.619128,33817600
1976-11-01,16.984375,17.218750,16.093750,16.937500,1.614661,26073600
1976-12-01,16.937500,17.625000,16.546875,17.445313,1.677150,27566400
1977-01-01,17.281250,17.531250,16.632813,17.203125,1.653867,32448000
1977-02-01,17.203125,17.367188,16.625000,17.250000,1.658373,25752000
1977-03-01,17.257813,17.882813,17.234375,17.281250,1.676662,37860800
1977-04-01,17.281250,17.453125,16.031250,16.171875,1.569029,36848000
1977-05-01,16.171875,16.484375,15.281250,15.343750,1.488681,30588800
1977-06-01,15.375000,16.804688,15.375000,16.500000,1.616235,32380800
1977-07-01,16.492188,17.218750,16.125000,16.757813,1.641487,27246400
1977-08-01,16.757813,17.000000,16.492188,16.773438,1.643018,22665600
1977-09-01,16.773438,16.812500,15.953125,16.312500,1.612816,21864000
1977-10-01,16.312500,16.406250,15.882813,16.078125,1.589642,26683200
1977-11-01,16.078125,16.828125,15.562500,16.500000,1.631354,36395200
1977-12-01,16.500000,17.203125,16.203125,17.093750,1.706741,32008000
1978-01-01,16.781250,17.062500,16.500000,16.593750,1.656818,39188800
1978-02-01,16.593750,16.648438,15.640625,15.703125,1.567893,27854400
1978-03-01,15.703125,15.781250,14.703125,14.718750,1.485862,49926400
1978-04-01,14.765625,16.625000,14.671875,16.625000,1.678298,60392000
1978-05-01,16.625000,16.796875,16.125000,16.140625,1.629402,38838400
1978-06-01,16.140625,17.265625,16.000000,16.078125,1.641046,37203200
1978-07-01,16.078125,17.593750,15.937500,17.562500,1.792551,39387200
1978-08-01,17.562500,18.796875,17.437500,18.242188,1.861923,50198400
1978-09-01,18.250000,19.031250,17.093750,17.312500,1.784576,32940800
1978-10-01,17.312500,18.343750,16.468750,16.515625,1.702433,45206400
1978-11-01,16.578125,17.281250,16.000000,16.843750,1.736256,39755200
1978-12-01,16.914063,19.375000,16.835938,18.656250,1.944278,45998400
1979-01-01,18.656250,19.765625,18.406250,19.296875,2.011043,47875200
1979-02-01,19.296875,19.437500,18.570313,18.750000,1.954049,27734400
1979-03-01,18.750000,20.046875,18.664063,19.718750,2.078568,33780800
1979-04-01,19.718750,20.125000,19.140625,19.640625,2.070334,34633600
1979-05-01,19.640625,20.093750,18.890625,19.000000,2.002804,30065600
1979-06-01,19.093750,19.625000,18.031250,18.343750,1.954656,31636000
1979-07-01,18.343750,19.187500,17.000000,17.437500,1.858090,35155200
1979-08-01,17.437500,18.125000,17.062500,17.500000,1.864751,36858000
1979-09-01,17.468750,17.843750,16.437500,16.937500,1.827020,35494800
1979-10-01,16.906250,17.375000,15.281250,15.593750,1.682072,45927200
1979-11-01,15.593750,16.750000,15.281250,16.312500,1.759602,33889200
1979-12-01,16.281250,16.906250,15.812500,16.093750,1.760129,26533600
1980-01-01,15.750000,18.000000,15.312500,17.156250,1.876330,49631600
1980-02-01,17.156250,17.625000,15.500000,15.875000,1.736204,39879600
1980-03-01,15.875000,15.875000,12.843750,13.937500,1.543369,49619200
1980-04-01,13.937500,14.000000,12.593750,13.718750,1.519146,55773200
1980-05-01,13.718750,14.156250,13.000000,13.843750,1.532987,39994400
1980-06-01,13.843750,15.093750,13.812500,14.687500,1.652195,42240800
1980-07-01,14.687500,16.531250,14.593750,16.312500,1.834993,41150000
1980-08-01,16.312500,17.281250,16.000000,16.375000,1.842023,38015200
1980-09-01,16.375000,17.250000,15.843750,16.031250,1.827301,44193600
1980-10-01,16.031250,17.875000,15.906250,16.656250,1.898540,55620000
1980-11-01,16.687500,18.187500,16.562500,17.031250,1.941284,46076800
1980-12-01,17.000000,17.375000,15.812500,16.968750,1.959122,47108400
1981-01-01,16.968750,17.875000,16.000000,16.093750,1.858099,44448800
1981-02-01,16.093750,16.218750,15.062500,16.062500,1.854490,31698800
1981-03-01,16.062500,16.312500,15.343750,15.593750,1.824700,43053600
1981-04-01,15.593750,15.843750,14.656250,14.656250,1.714999,64481600
1981-05-01,14.656250,14.843750,13.781250,14.687500,1.718654,46670800
1981-06-01,14.937500,15.187500,14.281250,14.468750,1.718597,44883600
1981-07-01,14.468750,14.468750,13.656250,14.031250,1.666631,33268800
1981-08-01,14.031250,14.718750,13.750000,13.781250,1.636935,33306800
1981-09-01,13.781250,14.187500,13.062500,13.531250,1.631272,40204800
1981-10-01,13.531250,14.062500,12.093750,12.875000,1.552158,52389600
1981-11-01,13.000000,13.625000,12.468750,13.625000,1.642575,44765600
1981-12-01,13.625000,14.406250,13.250000,14.218750,1.742428,47809200
1982-01-01,14.406250,16.187500,13.906250,15.906250,1.949222,74401600
1982-02-01,15.750000,16.000000,14.937500,15.468750,1.895608,51439200
1982-03-01,15.531250,15.687500,14.281250,14.937500,1.855942,67770800
1982-04-01,15.125000,16.531250,14.968750,16.062500,1.995722,61904400
1982-05-01,16.093750,16.312500,15.312500,15.375000,1.910302,42299600
1982-06-01,15.406250,15.531250,14.375000,15.156250,1.908323,59794400
1982-07-01,15.156250,17.156250,14.843750,16.406250,2.065709,77599600
1982-08-01,16.656250,17.750000,15.531250,17.625000,2.219162,86336400
1982-09-01,17.562500,19.406250,17.343750,18.343750,2.340330,88402400
1982-10-01,18.500000,21.187500,18.312500,19.968750,2.547651,90497200
1982-11-01,20.125000,21.625000,19.875000,21.625000,2.758957,73062000
1982-12-01,21.812500,24.500000,21.531250,24.062500,3.101224,87144800
1983-01-01,23.687500,25.187500,23.062500,24.718750,3.185802,83227600
1983-02-01,24.531250,25.375000,23.468750,24.750000,3.189828,68222000
1983-03-01,25.187500,26.218750,24.656250,25.437500,3.308070,70778800
1983-04-01,25.406250,29.500000,25.281250,29.250000,3.803876,72702000
1983-05-01,29.000000,29.625000,27.437500,27.812500,3.616934,55655600
1983-06-01,27.812500,31.125000,27.562500,30.062500,3.941680,64907200
1983-07-01,30.156250,31.750000,29.656250,30.093750,3.945780,65484400
1983-08-01,30.062500,30.937500,28.812500,29.875000,3.917098,68978400
1983-09-01,29.906250,32.375000,29.531250,31.718750,4.191684,72724800
1983-10-01,31.625000,33.562500,31.375000,31.687500,4.187556,99626000
1983-11-01,31.812500,31.937500,29.343750,29.343750,3.877825,89170800
1983-12-01,29.437500,31.218750,29.281250,30.500000,4.061063,76494400
1984-01-01,30.562500,31.250000,28.156250,28.531250,3.798926,115276000
1984-02-01,28.562500,28.656250,26.625000,27.562500,3.669936,111818400
1984-03-01,27.437500,28.937500,26.656250,28.468750,3.822352,95428400
1984-04-01,28.562500,28.656250,26.875000,28.437500,3.818154,90708800
1984-05-01,28.500000,29.312500,26.406250,26.937500,3.616757,88976000
1984-06-01,26.937500,27.312500,24.750000,26.437500,3.579032,116490800
1984-07-01,26.437500,27.718750,26.000000,27.656250,3.744022,72080800
1984-08-01,27.750000,31.687500,27.718750,30.937500,4.188228,123313200
1984-09-01,30.750000,32.125000,30.218750,31.062500,4.243649,79127600
1984-10-01,30.937500,31.937500,29.687500,31.156250,4.256457,89139600
1984-11-01,31.437500,31.937500,29.875000,30.437500,4.194667,87458000
1984-12-01,30.312500,31.125000,29.000000,30.781250,4.242041,88833200
1985-01-01,30.593750,34.406250,29.750000,34.093750,4.698544,130434000
1985-02-01,33.906250,34.562500,32.687500,33.500000,4.616718,91922000
1985-03-01,33.625000,34.187500,31.031250,31.750000,4.411093,102980400
1985-04-01,31.750000,32.593750,30.968750,31.625000,4.393728,78410400
1985-05-01,31.593750,33.312500,31.156250,32.156250,4.467536,99628400
1985-06-01,32.343750,32.656250,29.343750,30.937500,4.336258,118883600
1985-07-01,30.937500,33.125000,30.000000,32.843750,4.603438,111006400
1985-08-01,32.937500,33.187500,31.375000,31.656250,4.436996,68101200
1985-09-01,31.656250,32.625000,30.562500,30.968750,4.377896,92325600
1985-10-01,31.000000,32.843750,30.718750,32.468750,4.589941,105592000
1985-11-01,32.406250,35.187500,32.406250,34.937500,4.938935,108894800
1985-12-01,34.937500,39.687500,34.406250,38.875000,5.541263,114449200
1986-01-01,38.687500,39.125000,35.750000,37.875000,5.398721,127569600
1986-02-01,37.968750,40.250000,37.500000,37.718750,5.376452,126502400
1986-03-01,37.593750,38.375000,36.125000,37.875000,5.556452,161545600
1986-04-01,37.968750,40.468750,36.843750,39.062500,5.730666,143528000
1986-05-01,39.000000,39.375000,35.562500,38.093750,5.588544,132659200
1986-06-01,38.187500,38.375000,36.031250,36.625000,5.534064,94299600
1986-07-01,36.625000,37.531250,32.468750,33.125000,5.005211,150528800
1986-08-01,33.156250,35.500000,32.312500,34.687500,5.241307,114402800
1986-09-01,34.718750,36.375000,33.281250,33.625000,5.257168,162128000
1986-10-01,33.718750,33.875000,29.937500,30.906250,4.832100,170433600
1986-11-01,31.000000,31.968750,29.812500,31.781250,4.968905,110249600
1986-12-01,31.625000,32.531250,30.000000,30.000000,4.860306,134091600
1987-01-01,30.250000,32.718750,28.937500,32.187500,5.214700,200740000
1987-02-01,32.062500,36.062500,32.000000,34.875000,5.650106,144920000
1987-03-01,34.875000,39.156250,34.406250,37.531250,6.285103,157184400
1987-04-01,37.250000,40.375000,35.656250,40.031250,6.703758,225196000
1987-05-01,40.000000,41.906250,38.750000,40.000000,6.698529,151076000
1987-06-01,40.250000,42.156250,39.000000,40.625000,6.987572,138280000
1987-07-01,40.718750,42.468750,39.781250,40.250000,6.923074,129840400
1987-08-01,39.875000,43.968750,39.625000,42.093750,7.240199,189084000
1987-09-01,42.156250,42.343750,37.125000,37.687500,6.665328,196856000
1987-10-01,37.812500,39.312500,25.000000,30.625000,5.416268,269141200
1987-11-01,30.250000,31.218750,27.500000,27.687500,4.896748,139041600
1987-12-01,28.125000,30.093750,26.250000,28.875000,5.300096,144892800
1988-01-01,29.250000,31.000000,27.156250,28.093750,5.156698,161385200
1988-02-01,28.187500,29.468750,26.718750,29.375000,5.391875,139936000
1988-03-01,29.468750,29.656250,26.062500,26.906250,5.146475,139366000
1988-04-01,26.875000,29.125000,26.406250,28.343750,5.421427,128671200
1988-05-01,28.406250,28.781250,26.875000,28.125000,5.379588,84149200
1988-06-01,28.250000,32.093750,27.937500,31.843750,6.337098,157071600
1988-07-01,31.937500,32.375000,30.000000,31.437500,6.256252,118082800
1988-08-01,31.500000,31.718750,27.593750,27.875000,5.547298,116881200
1988-09-01,27.781250,29.125000,27.375000,28.843750,5.948210,107313600
1988-10-01,28.781250,31.218750,28.187500,30.656250,6.321989,116277200
1988-11-01,30.718750,31.093750,28.531250,29.625000,6.109319,103644400
1988-12-01,29.593750,31.031250,29.406250,30.468750,6.517916,91382800
1989-01-01,30.468750,32.718750,30.156250,32.656250,6.985864,130706400
1989-02-01,32.437500,32.718750,30.156250,30.375000,6.497857,114396400
1989-03-01,30.531250,30.593750,26.906250,27.281250,6.041100,165558400
1989-04-01,27.312500,28.937500,26.562500,28.531250,6.317899,111530800
1989-05-01,28.250000,28.437500,26.875000,27.406250,6.068780,137074400
1989-06-01,27.375000,28.781250,26.875000,27.968750,6.474376,144924400
1989-07-01,28.125000,29.187500,27.656250,28.750000,6.655230,106153600
1989-08-01,28.875000,29.843750,28.125000,29.281250,6.778203,148444400
1989-09-01,29.218750,29.687500,26.937500,27.312500,6.602793,128322400
1989-10-01,27.343750,27.437500,24.437500,25.062500,6.058858,170029200
1989-11-01,25.062500,25.187500,24.000000,24.406250,5.900211,122311600
1989-12-01,24.406250,25.468750,23.343750,23.531250,5.978011,129607600
1990-01-01,23.687500,25.406250,23.625000,24.656250,6.263812,156385200
1990-02-01,24.656250,26.375000,24.375000,25.968750,6.597250,133848800
1990-03-01,25.937500,27.343750,25.843750,26.531250,7.088919,128318400
1990-04-01,26.281250,27.812500,26.250000,27.250000,7.280965,110108400
1990-05-01,27.375000,30.531250,26.968750,30.000000,8.015741,149241200
1990-06-01,30.125000,30.562500,29.062500,29.375000,8.212587,118013600
1990-07-01,29.375000,30.781250,27.625000,27.875000,7.793216,120184400
1990-08-01,27.968750,28.093750,24.125000,25.468750,7.120482,165578800
1990-09-01,25.250000,27.312500,25.187500,26.593750,7.783416,117822800
1990-10-01,26.781250,27.593750,24.062500,26.375000,7.719393,161156400
1990-11-01,26.343750,28.781250,26.218750,28.406250,8.313892,140917600
1990-12-01,28.625000,29.000000,27.656250,28.250000,8.654676,110565600
1991-01-01,28.218750,31.781250,26.375000,31.687500,9.707793,174923600
1991-02-01,31.625000,34.937500,31.406250,32.187500,9.860979,160567200
1991-03-01,32.062500,33.750000,27.750000,28.468750,9.067604,178246000
1991-04-01,28.468750,28.687500,25.531250,25.750000,8.201656,164028400
1991-05-01,25.625000,26.625000,25.125000,26.531250,8.450486,144389600
1991-06-01,26.500000,26.843750,24.156250,24.281250,8.112761,143852000
1991-07-01,24.406250,25.750000,23.906250,25.312500,8.457322,115507200
1991-08-01,25.250000,25.437500,23.000000,24.218750,8.091881,127478800
1991-09-01,24.437500,26.593750,24.406250,25.906250,9.091366,117172000
1991-10-01,25.906250,26.187500,24.187500,24.562500,8.619801,121914400
1991-11-01,24.593750,25.343750,23.093750,23.125000,8.115333,116302000
1991-12-01,22.781250,23.093750,20.875000,22.250000,8.212307,186779200
1992-01-01,22.250000,24.531250,22.218750,22.500000,8.304578,148634800
1992-02-01,22.500000,23.312500,21.656250,21.718750,8.016228,109520000
1992-03-01,21.718750,22.562500,20.781250,20.875000,8.136368,134208800
1992-04-01,20.875000,22.687500,20.406250,22.687500,8.842821,154146000
1992-05-01,22.812500,23.593750,22.531250,22.687500,8.842821,113014400
1992-06-01,22.625000,24.656250,22.062500,24.468750,10.058462,146374400
1992-07-01,24.468750,25.093750,23.093750,23.687500,9.737311,143590400
1992-08-01,23.625000,23.812500,21.250000,21.656250,8.902316,121280800
1992-09-01,21.656250,22.187500,20.000000,20.187500,8.761361,134284000
1992-10-01,20.250000,20.281250,16.250000,16.718750,7.255924,258644800
1992-11-01,16.750000,17.468750,15.218750,17.062500,7.405115,195714800
1992-12-01,17.093750,17.218750,12.187500,12.593750,5.882868,392747600
1993-01-01,12.937500,13.312500,11.468750,12.875000,6.014247,311186000
1993-02-01,13.000000,13.718750,12.187500,13.593750,6.349995,195832000
1993-03-01,13.687500,14.281250,12.468750,12.718750,6.203345,209145600
1993-04-01,12.875000,13.281250,11.843750,12.156250,5.928997,164894000
1993-05-01,12.281250,13.500000,11.781250,13.187500,6.431971,151283200
1993-06-01,13.312500,13.593750,12.125000,12.343750,6.295870,145922400
1993-07-01,12.406250,12.437500,10.281250,11.125000,5.674252,206189600
1993-08-01,11.093750,11.468750,10.156250,11.437500,5.833640,140713600
1993-09-01,11.437500,11.593750,10.312500,10.500000,5.478942,143716000
1993-10-01,10.531250,11.656250,10.531250,11.500000,6.000749,182151200
1993-11-01,11.500000,14.031250,11.437500,13.468750,7.028048,270267200
1993-12-01,13.687500,14.968750,13.187500,14.125000,7.518634,196909600
1994-01-01,14.218750,15.000000,13.687500,14.125000,7.518634,214073600
1994-02-01,14.218750,14.343750,13.000000,13.218750,7.036242,148824800
1994-03-01,13.218750,14.718750,12.843750,13.656250,7.401890,246932800
